date,EZU,BWX,GLD,SHV
2009-05-26,25.1992,22.7859,93.76000213623048,88.58695983886719
2009-05-27,24.7892,22.6609,93.4499969482422,88.6030502319336
2009-05-28,25.3492,22.5109,94.23999786376952,88.66736602783203
2009-05-29,25.5292,22.9309,96.1999969482422,88.6111068725586
2009-06-01,26.2292,22.9209,95.7300033569336,88.6722412109375
2009-06-02,26.9292,23.0959,96.36000061035156,88.59986877441406
2009-06-03,25.8592,22.8509,94.41000366210938,88.64010620117188
2009-06-04,26.1692,22.8109,96.2300033569336,88.62396240234375
2009-06-05,25.5792,22.2859,93.70999908447266,88.59178924560547
2009-06-08,25.3292,22.3909,93.55999755859376,88.55961608886719
2009-06-09,25.5792,22.6409,93.83000183105467,88.583740234375
2009-06-10,25.6992,22.3559,93.86000061035156,88.63201904296875
2009-06-11,25.9692,22.6659,93.6999969482422,88.63201904296875
2009-06-12,26.0192,22.6509,92.16999816894533,88.59986877441406
2009-06-15,24.6692,22.3959,91.0999984741211,88.59986877441406
2009-06-16,24.2192,22.4559,91.93000030517578,88.6561508178711
